listing_id,available_date,available,price,minimum_nights,maximum_nights
5536815,10/20/2020,f,150,1,1125
5537443,10/20/2020,f,350,3,6
5508927,10/22/2020,f,250,4,1125
5769019,10/22/2020,f,95,1,1
5537904,10/22/2020,t,170,2,1125
5509230,10/22/2020,f,47,30,1125
5509268,10/20/2020,f,72,1,1125
5509889,10/20/2020,f,125,3,365
5510194,10/22/2020,f,300,3,1125
5538269,10/22/2020,f,300,3,1125
5538928,10/20/2020,f,120,2,15
5539034,10/22/2020,t,110,2,1125
5539135,10/24/2020,f,350,1,1125
5539288,10/20/2020,f,500,1,1125
5544175,10/20/2020,t,300,3,1125
5546393,10/22/2020,f,300,1,1125
5510293,10/20/2020,f,102,7,1125
5510324,10/22/2020,f,150,2,180
5511060,10/20/2020,f,300,4,7
5549268,10/20/2020,f,500,2,9
5511174,10/23/2020,f,35,1,1125
5549432,10/20/2020,f,130,2,21
5774327,10/20/2020,t,515,1,1125
5512277,10/24/2020,f,90,3,1125
5775285,10/20/2020,f,400,28,1125
5512398,10/22/2020,f,100,1,1125
5549457,10/20/2020,f,200,1,1125
5516786,10/22/2020,f,299,3,1125
5549898,10/20/2020,f,49,2,10
5550807,10/20/2020,f,250,1,1125
5780591,10/22/2020,f,60,2,1125
5519058,10/20/2020,f,250,1,3
5550894,10/22/2020,f,650,3,1125
5551188,10/22/2020,f,350,1,1125
5521345,10/20/2020,t,79,2,1125
5521352,10/20/2020,t,150,1,1125
5794015,10/21/2020,f,169,1,1125
5552689,10/20/2020,f,300,3,28
5523235,10/22/2020,f,250,1,1125
5523507,10/20/2020,f,128,30,100
5557483,10/20/2020,f,50,1,1125
5806636,10/20/2020,f,140,3,1125
5524129,10/20/2020,f,400,1,1125
5524366,10/20/2020,f,145,12,1125
5524407,10/20/2020,t,300,1,1125
5524631,10/23/2020,t,1099,1,1125
5524728,10/22/2020,f,249,1,7
5557742,10/22/2020,f,1200,1,1125
5811482,10/21/2020,t,299,5,1125
5524966,10/20/2020,f,350,1,1125
5525252,10/21/2020,t,650,1,1125
5558324,10/21/2020,f,99,2,1125
5525466,10/20/2020,f,150,1,1125
5525531,10/20/2020,f,200,1,1125
5527298,10/20/2020,f,349,2,10
5530513,10/21/2020,f,555,3,30
5558744,10/24/2020,f,95,1,1125
5561157,10/20/2020,f,150,2,1100
5530526,10/20/2020,f,350,3,1125
5566540,10/20/2020,f,850,7,14
5813732,10/22/2020,f,95,30,1125
5568589,10/20/2020,f,1250,4,23
7108253,10/20/2020,t,37,30,1125
5819674,10/22/2020,f,165,2,1125
5568864,10/22/2020,f,750,,
7143120,10/22/2020,f,75,28,365
7146530,10/20/2020,f,130,2,1125
5570765,10/20/2020,f,125,1,4
5851471,10/22/2020,f,80,4,1125
7171128,10/22/2020,t,125,2,1125
5571901,10/20/2020,f,799,3,1125
5851765,10/20/2020,f,75,3,1125
5572837,10/22/2020,f,499,1,1125
5576311,10/20/2020,f,25,20,90
7180503,10/20/2020,f,60,1,6
5580263,10/20/2020,f,1800,1,14
5580918,10/20/2020,f,600,3,1125
7180621,10/22/2020,f,47,1,1125
7202167,10/21/2020,f,180,2,27
5587184,10/20/2020,f,80,1,1125
5869022,10/24/2020,t,80,1,1125
7222766,10/20/2020,f,300,2,1125
7226096,10/20/2020,f,350,2,4
5590653,10/20/2020,f,800,1,1125
5871200,10/22/2020,f,145,1,8
7239077,10/22/2020,f,515,2,1125
5591862,10/20/2020,f,500,1,1125
5873238,10/20/2020,f,83,1,1125
7243467,10/20/2020,f,290,3,1125
5592752,10/20/2020,f,230,1,1125
7247795,10/23/2020,f,250,4,1125
5593491,10/22/2020,f,399,,
5884972,10/22/2020,f,199,1,1125
7260963,10/22/2020,f,350,2,14
5593563,10/20/2020,f,425,1,1125
5928354,10/20/2020,f,550,1,1125
7264070,10/22/2020,f,140,3,1125
5594027,10/22/2020,t,500,1,1125
5928519,10/20/2020,f,500,1,1125
7264951,10/20/2020,f,225,3,1125
5600950,10/22/2020,f,400,1,1125
7279240,10/21/2020,f,55,2,1125
5601570,10/20/2020,f,90,2,1125
7306419,10/22/2020,f,129,2,1125
5602667,10/22/2020,f,125,1,1125
5602972,10/20/2020,f,50,3,31
5928709,10/20/2020,f,66,2,9
7308730,10/20/2020,f,50,240,365
7330232,10/21/2020,t,255,2,30
5603007,10/22/2020,t,1126,1,1125
7345104,10/20/2020,t,654,2,28
5603014,10/22/2020,f,40,1,1125
5941641,10/22/2020,f,150,1,1125
7351170,10/20/2020,f,144,3,1125
5603829,10/20/2020,f,250,3,50
7364825,10/24/2020,f,75,29,1125
5992071,10/20/2020,f,145,1,1125
5607191,10/22/2020,f,115,1,1125
5607471,10/20/2020,f,300,1,1125
6016413,10/22/2020,f,150,4,1125
5607608,10/20/2020,f,140,3,12
5612495,10/20/2020,f,141,2,9
7417004,10/20/2020,f,153,2,1125
7431430,10/24/2020,f,99,2,1125
5615072,10/20/2020,f,150,2,1125
6017483,10/20/2020,f,150,10,60
7435259,10/20/2020,f,105,30,1125
5616235,10/20/2020,f,125,5,1125
7437292,10/22/2020,f,253,2,1125
6025598,10/22/2020,f,375,30,1125
5617119,10/20/2020,f,375,2,1125
6056285,10/20/2020,f,150,2,1125
7440637,10/22/2020,f,37,29,1125
5617149,10/20/2020,f,139,2,25
7462553,10/24/2020,f,75,2,1125
7462609,10/24/2020,f,65,3,1125
6056676,10/20/2020,f,150,20,90
7482140,10/20/2020,f,600,1,1125
5618093,10/20/2020,f,425,1,1125
5618324,10/22/2020,f,200,1,1125
7492335,10/22/2020,f,150,1,1125
6063670,10/22/2020,f,342,4,360
5618529,10/20/2020,f,140,2,1125
7492691,10/22/2020,f,100,2,1125
5619107,10/20/2020,f,200,1,1125
6088588,10/20/2020,f,450,2,1125
7495575,10/20/2020,f,130,1,15
5623752,10/20/2020,f,69,3,1125
7531639,10/20/2020,t,80,1,1125
6092667,10/20/2020,f,50,3,1125
5625746,10/22/2020,f,90,1,1125
7576657,10/20/2020,f,170,4,1125
5626595,10/22/2020,f,200,1,1125
6093246,10/20/2020,t,600,2,30
7577428,10/21/2020,t,149,1,2
7579302,10/20/2020,f,125,2,1125
6093402,10/22/2020,f,195,3,1125
5627249,10/22/2020,f,400,3,1125
7579394,10/20/2020,f,125,2,1125
5631123,10/23/2020,f,70,1,1125
6100305,10/24/2020,f,169,3,1125
5632201,10/22/2020,f,80,1,1125
7581865,10/22/2020,f,350,2,10
6116865,10/20/2020,t,149,1,1125
5636464,10/22/2020,f,400,1,1125
7582622,10/21/2020,f,3000,5,1125
6118674,10/20/2020,f,85,1,1125
5637884,10/22/2020,f,350,1,1125
5639508,10/22/2020,f,849,2,10
7593593,10/22/2020,f,500,1,1125
6120864,10/22/2020,f,125,,
5641624,10/20/2020,f,150,1,1125
7618643,10/22/2020,f,5000,3,1125
6131087,10/20/2020,f,400,2,1125
5641633,10/20/2020,f,200,1,1125
7619069,10/20/2020,f,68,1,1125
6157746,10/20/2020,f,105,2,1125
7633129,10/20/2020,f,500,1,1125
5641970,10/22/2020,f,275,3,1125
5642926,10/22/2020,f,200,1,1125
7634469,10/21/2020,f,28,31,1125
6169536,10/21/2020,t,70,1,1125
5647599,10/22/2020,f,125,1,1125
7637956,10/22/2020,f,110,60,365
7638756,10/20/2020,f,89,1,1125
5647715,10/22/2020,f,300,2,1125
5648485,10/20/2020,f,199,1,1125
7649234,10/22/2020,f,170,30,1125
5649246,10/20/2020,f,200,1,1125
5649699,10/22/2020,f,30,1,1125
5650946,10/20/2020,f,500,1,1125
5651347,10/20/2020,f,150,1,1125
7651943,10/22/2020,f,325,4,1125
7662548,10/22/2020,f,140,4,1125
7689262,10/22/2020,f,90,1,1125
7690676,10/22/2020,f,45,1,10
5651702,10/20/2020,f,400,1,1125
5652198,10/20/2020,f,75,1,1125
5652310,10/22/2020,f,99,1,1125
7699233,10/22/2020,f,64,1,1125
5653621,10/22/2020,f,200,1,1125
7702099,10/21/2020,f,45,1,13
6184106,10/20/2020,f,999,90,1125
7706359,10/20/2020,f,150,360,500
5659852,10/20/2020,f,550,1,6
7709309,10/21/2020,f,36,30,1125
6185503,10/20/2020,f,45,2,1125
5660373,10/21/2020,f,160,30,1125
7717113,10/21/2020,f,48,1,1125
5660770,10/22/2020,f,370,,
5666350,10/20/2020,f,250,1,1125
6186041,10/20/2020,f,250,2,1125
5667556,10/20/2020,f,250,1,1125
6187395,10/23/2020,f,140,1,1125
7725153,10/20/2020,f,450,1,1125
6194282,10/21/2020,t,38,31,1125
5669646,10/20/2020,f,225,2,1125
5669658,10/20/2020,f,105,5,24
7727704,10/22/2020,f,380,1,1125
6194285,10/23/2020,f,38,31,1125
6198536,10/20/2020,f,299,3,31
7729746,10/20/2020,f,249,2,1125
5670682,10/22/2020,f,80,1,1125
7730776,10/24/2020,f,331,2,1125
5670726,10/24/2020,f,220,2,16
6214178,10/20/2020,t,127,1,365
5671821,10/20/2020,f,75,4,1125
7746849,10/20/2020,f,37,30,1125
7750051,10/20/2020,f,50,2,7
5672823,10/24/2020,f,200,1,1125
6234498,10/20/2020,t,150,2,1125
7750755,10/20/2020,f,37,29,1125
5673112,10/20/2020,f,550,1,1125
5673145,10/20/2020,f,49,30,180
6238933,10/20/2020,t,400,2,1124
7787003,10/20/2020,f,110,3,90
7787682,10/20/2020,f,70,1,1125
5673299,10/24/2020,f,350,1,1125
6248576,10/20/2020,f,52,90,1125
7797703,10/20/2020,f,100,2,1125
6250110,10/20/2020,f,100,31,90
5685281,10/22/2020,f,200,1,1125
7802292,10/20/2020,f,185,2,1125
7802995,10/20/2020,f,80,2,1125
5686309,10/20/2020,t,175,1,1125
6260941,10/20/2020,f,100,7,1125
5693337,10/20/2020,f,170,1,1125
7805994,10/20/2020,f,149,3,1125
6277444,10/20/2020,f,38,1,1125
5695124,10/22/2020,f,175,1,1125
7808418,10/20/2020,f,200,1,1125
5697049,10/20/2020,f,395,3,3
7811193,10/21/2020,f,300,2,13
6285645,10/20/2020,f,50,1,1125
7818596,10/20/2020,f,750,3,14
6288166,10/20/2020,f,100,1,1125
7825288,10/20/2020,f,600,2,4
5697316,10/20/2020,f,300,1,1125
6291496,10/22/2020,f,250,2,5
5702254,10/22/2020,f,22,31,1125
7825977,10/22/2020,t,205,1,365
6291810,10/20/2020,f,566,3,1125
7826186,10/22/2020,t,190,1,365
7836170,10/20/2020,f,525,3,1125
5706306,10/23/2020,f,150,2,1125
7836824,10/20/2020,f,50,1,10
5706852,10/20/2020,f,70,1,1125
7837707,10/22/2020,f,159,2,180
7839215,10/22/2020,f,199,1,1125
5718336,10/20/2020,f,88,3,4
6311988,10/20/2020,t,325,2,1125
5718552,10/20/2020,f,140,2,1125
7844285,10/24/2020,t,37,30,1125
5728862,10/22/2020,f,299,3,1125
7853521,10/24/2020,f,60,1,1125
6325661,10/22/2020,f,846,2,4
7853960,10/20/2020,f,2500,1,1125
5729593,10/20/2020,f,135,2,1125
7856390,10/20/2020,f,120,2,1125
5736280,10/21/2020,f,18,30,120
7859434,10/21/2020,f,649,4,1125
5755416,10/20/2020,f,145,14,500
6330479,10/22/2020,f,40,1,1125
7859914,10/20/2020,f,59,1,1125
5761331,10/22/2020,f,99,2,1125
7870808,10/22/2020,f,50,,
6347473,10/20/2020,f,100,2,1125
5768194,10/24/2020,f,380,1,1125
5768833,10/20/2020,f,99,2,1125
7872804,10/20/2020,f,110,2,35
8090183,10/20/2020,f,75,2,21
7881350,10/22/2020,f,60,1,1125
6391710,10/22/2020,f,150,2,1125
7881703,10/20/2020,f,80,3,120
8090353,10/20/2020,f,300,2,1125
8101620,10/22/2020,f,220,2,3
7884925,10/22/2020,f,500,1,1125
6404272,10/20/2020,f,35,1,1125
7894111,10/22/2020,t,250,2,1125
8106607,10/22/2020,f,99,30,1125
8117242,10/21/2020,f,1000,3,1125
7895103,10/22/2020,f,129,1,1125
8118902,10/20/2020,f,400,3,30
6430521,10/20/2020,f,325,2,10
7897305,10/20/2020,f,150,2,1125
8131911,10/20/2020,f,149,2,1125
7899546,10/20/2020,f,112,2,1125
6432177,10/20/2020,t,129,2,1125
7902053,10/20/2020,f,1000,3,10
8135306,10/22/2020,f,175,4,1125
8149550,10/22/2020,t,309,,
7902095,10/22/2020,f,240,2,7
6449683,10/20/2020,f,155,28,180
8167068,10/22/2020,f,55,,
8167348,10/20/2020,f,150,2,1125
7902384,10/22/2020,f,160,2,1125
7915978,10/20/2020,f,2500,2,1125
7917741,10/20/2020,f,900,1,1125
6490112,10/24/2020,f,105,1,1125
8170048,10/20/2020,f,79,1,1125
6491526,10/22/2020,f,160,2,1125
8171923,10/20/2020,f,45,3,10
7922035,10/20/2020,f,200,2,4
7932066,10/20/2020,f,99,30,1125
8172036,10/22/2020,f,300,3,1125
6539818,10/24/2020,f,150,2,60
7935687,10/20/2020,f,120,30,1125
8172120,10/22/2020,f,215,1,1125
7936442,10/20/2020,f,150,2,1125
6545616,10/20/2020,f,40,1,20
8185376,10/20/2020,f,176,3,1125
8186176,10/20/2020,f,225,2,30
7937786,10/20/2020,t,300,2,1125
6560787,10/20/2020,f,150,2,15
7946971,10/20/2020,f,200,1,1125
8186947,10/20/2020,f,350,1,4
6570493,10/22/2020,f,105,,
6572544,10/21/2020,t,1200,1,1125
7970274,10/20/2020,f,1900,4,14
7971903,10/22/2020,f,66,2,1125
8190834,10/20/2020,f,115,4,1125
7980411,10/20/2020,f,190,2,1125
6575767,10/21/2020,f,495,2,1125
8208157,10/21/2020,f,210,2,1125
7985608,10/22/2020,t,300,2,1125
6584889,10/20/2020,f,145,2,1125
7996932,10/22/2020,f,65,1,8
6586376,10/21/2020,f,65,2,1125
8032556,10/20/2020,f,185,3,1125
8034552,10/20/2020,f,55,1,1125
6586413,10/22/2020,f,238,3,1125
8213171,10/21/2020,t,311,3,1125
8034612,10/20/2020,f,41,3,30
6586651,10/22/2020,f,100,30,200
6590801,10/20/2020,f,145,1,1125
8063156,10/20/2020,f,200,4,4
8067300,10/20/2020,f,110,2,1125
8214182,10/20/2020,f,26,1,5
8069972,10/20/2020,f,95,3,21
8222790,10/24/2020,f,156,2,1125
8070894,10/20/2020,f,37,29,1125
6591757,10/20/2020,f,40,1,1125
8227170,10/20/2020,f,179,2,180
8084195,10/20/2020,t,759,2,12
8086913,10/20/2020,f,289,1,1125
8235178,10/20/2020,t,225,2,1125
6596091,10/22/2020,f,200,,
8540638,10/24/2020,f,55,2,14
8238039,10/20/2020,f,180,3,5
8241511,10/20/2020,f,225,365,365
8540885,10/24/2020,f,645,2,1125
6603660,10/20/2020,f,155,1,1125
8253159,10/20/2020,f,95,2,28
8541039,10/22/2020,f,980,2,1125
8253830,10/20/2020,f,30,1,1125
8549483,10/22/2020,f,152,1,1125
6608652,10/20/2020,f,130,1,1125
8253891,10/20/2020,f,114,2,1125
8550852,10/20/2020,f,500,1,1125
8255065,10/20/2020,f,100,1,1125
6612246,10/22/2020,f,115,1,1125
8551560,10/20/2020,f,220,7,365
8268045,10/20/2020,t,93,30,1125
8554989,10/20/2020,t,350,1,1125
8268970,10/22/2020,f,119,1,1125
6613299,10/20/2020,f,125,2,1125
8555708,10/20/2020,f,250,7,1125
8274367,10/22/2020,f,150,2,10
8569523,10/22/2020,f,250,1,1125
8275886,10/20/2020,t,115,1,7
6616920,10/20/2020,f,200,1,1125
8577438,10/22/2020,f,300,1,1125
8276110,10/22/2020,f,100,1,1125
6625929,10/20/2020,f,120,2,1125
8284053,10/20/2020,f,179,1,3
8577931,10/22/2020,f,150,2,7
6626589,10/22/2020,f,125,3,15
8285130,10/22/2020,f,119,6,900
8290369,10/20/2020,f,149,1,1125
6628321,10/20/2020,f,40,1,1125
8580033,10/22/2020,f,52,,
8291582,10/24/2020,f,100,2,1125
6634808,10/20/2020,f,125,1,1125
8581191,10/22/2020,f,115,,
8293924,10/22/2020,f,700,3,1125
6638084,10/20/2020,f,55,2,31
6690195,10/20/2020,f,69,1,1125
8294952,10/22/2020,f,152,2,1125
8592302,10/20/2020,f,52,2,1125
8301191,10/22/2020,f,85,1,1125
6721639,10/20/2020,f,205,7,1125
8592877,10/21/2020,f,99,2,1125
8301931,10/22/2020,f,185,3,3
8594813,10/20/2020,f,100,1,10
6740452,10/22/2020,f,499,,
8302929,10/22/2020,f,225,,
8321562,10/20/2020,f,129,7,1125
8594847,10/22/2020,f,65,1,1125
6744307,10/20/2020,f,84,30,1125
8595301,10/22/2020,f,325,,
6766010,10/22/2020,f,59,4,1125
8327051,10/22/2020,f,500,4,1125
8595706,10/20/2020,f,400,1,1125
6777032,10/20/2020,f,75,2,1125
8327560,10/20/2020,f,1000,2,3
8607291,10/24/2020,f,950,5,1125
6782834,10/24/2020,f,555,3,1125
8337250,10/20/2020,t,320,1,1125
8609241,10/24/2020,f,160,1,1125
6792049,10/20/2020,f,40,1,1125
8341884,10/20/2020,f,250,3,1125
8342413,10/22/2020,f,107,2,4
8609590,10/22/2020,f,98,30,365
8609730,10/20/2020,f,200,1,1125
8343187,10/20/2020,f,300,1,1125
8611299,10/20/2020,f,75,1,1125
8349440,10/22/2020,f,350,1,1125
8354052,10/21/2020,t,150,2,1125
8613434,10/20/2020,f,125,2,1125
8614178,10/20/2020,f,799,1,1125
6820899,10/21/2020,t,99,2,1125
8614516,10/20/2020,f,80,1,1125
8628573,10/22/2020,f,149,2,1125
8355807,10/22/2020,f,102,2,1125
8356007,10/22/2020,t,370,1,1125
8356445,10/24/2020,f,600,2,1125
8630661,10/20/2020,f,300,1,1125
8635264,10/20/2020,f,200,1,1125
8363877,10/20/2020,f,49,2,21
8365492,10/20/2020,f,795,2,7
8636306,10/24/2020,f,250,1,1125
8648604,10/22/2020,f,200,1,1125
8370503,10/20/2020,f,499,4,1125
6822336,10/22/2020,f,55,3,1125
8371410,10/22/2020,f,70,2,1125
8649571,10/20/2020,f,600,1,1125
8372093,10/20/2020,f,250,4,9
8654269,10/20/2020,t,300,1,1125
6832830,10/20/2020,f,120,1,1125
8373416,10/22/2020,f,52,3,17
8655628,10/22/2020,f,45,2,1125
6850781,10/20/2020,t,123,1,89
8383427,10/24/2020,f,250,3,4
8663006,10/20/2020,f,70,2,1125
6854195,10/20/2020,f,149,2,30
8387546,10/21/2020,f,138,30,1125
8665469,10/20/2020,t,149,1,1125
8388876,10/20/2020,f,37,29,1125
6868943,10/20/2020,f,469,3,1125
8389915,10/20/2020,f,100,2,31
8668966,10/21/2020,f,68,2,1125
8390383,10/24/2020,f,156,3,1125
6870646,10/23/2020,f,125,30,1125
8390607,10/22/2020,f,118,3,30
8670731,10/21/2020,f,77,1,1125
8392052,10/22/2020,f,140,2,15
8671908,10/22/2020,f,75,7,1125
6887725,10/22/2020,t,80,29,1125
8402953,10/22/2020,t,300,4,1125
6932061,10/22/2020,f,95,3,1125
8672128,10/20/2020,t,299,1,1125
8404063,10/20/2020,f,500,1,3
8672626,10/20/2020,f,424,2,1125
8406405,10/20/2020,f,600,2,4
6935687,10/20/2020,f,120,1,1125
8673580,10/20/2020,f,65,1,1125
8408862,10/20/2020,t,400,2,1125
8673768,10/20/2020,f,100,1,1125
8410531,10/20/2020,t,598,1,1125
8674351,10/21/2020,f,77,1,1125
6935869,10/23/2020,f,295,2,1125
8421560,10/20/2020,f,75,1,1125
8422925,10/20/2020,t,75,1,1125
8684602,10/24/2020,t,65,1,1125
6938778,10/20/2020,f,50,30,1125
8423582,10/20/2020,t,465,2,1125
8426539,10/22/2020,t,135,1,1125
8688394,10/22/2020,f,95,30,1125
8691146,10/20/2020,f,300,1,1125
6955450,10/20/2020,f,37,29,90
8427091,10/20/2020,t,75,1,1125
8697580,10/20/2020,f,200,1,1125
8703781,10/20/2020,f,109,2,28
8427205,10/20/2020,f,100,1,1125
6975186,10/20/2020,t,1200,3,1125
8429604,10/20/2020,t,129,2,28
8705135,10/20/2020,f,45,1,1125
8437392,10/22/2020,f,180,2,5
8722133,10/20/2020,f,333,1,1125
8438090,10/20/2020,f,140,2,1125
6981552,10/22/2020,t,2000,3,1125
8442279,10/22/2020,f,595,,
8740144,10/20/2020,f,90,30,1125
8447116,10/22/2020,f,499,4,8
8740538,10/22/2020,f,80,3,1125
8740559,10/24/2020,f,325,2,1125
8743900,10/22/2020,f,105,2,1125
8455007,10/20/2020,f,249,7,1125
8456949,10/22/2020,f,300,2,1125
8459196,10/20/2020,f,489,3,4
8459820,10/22/2020,f,185,,
8473216,10/22/2020,f,140,1,7
8756436,10/22/2020,f,250,1,1125
8756544,10/22/2020,t,200,,
8761924,10/20/2020,f,185,1,1125
8480556,10/24/2020,f,101,3,1125
7005386,10/22/2020,f,850,3,37
8483460,10/20/2020,f,750,3,4
8485189,10/20/2020,f,250,1,1125
8762934,10/20/2020,f,95,30,1125
8773086,10/22/2020,f,1000,1,1125
8775493,10/24/2020,f,92,2,6
8780307,10/22/2020,f,36,30,1125
8485494,10/22/2020,f,400,4,7
8486228,10/20/2020,f,225,2,12
7005488,10/23/2020,f,100,1,1125
8486971,10/22/2020,f,350,2,1125
8783699,10/20/2020,t,59,2,21
7006588,10/22/2020,f,100,2,32
8488895,10/20/2020,f,850,2,1125
8811995,10/20/2020,f,700,1,1125
8813853,10/22/2020,f,99,1,1125
8489018,10/20/2020,f,90,1,30
8814298,10/20/2020,f,250,2,1125
8815829,10/20/2020,f,155,30,1125
8489021,10/20/2020,f,150,2,4
7020344,10/20/2020,f,900,5,30
8497940,10/20/2020,f,69,2,1125
8499413,10/20/2020,f,179,2,14
8826075,10/20/2020,f,101,30,200
8826503,10/22/2020,f,37,29,1125
8826604,10/20/2020,f,37,29,1125
8843728,10/20/2020,f,295,1,1125
8499809,10/20/2020,t,700,1,1125
8502075,10/20/2020,f,200,2,1125
8505696,10/20/2020,f,440,4,6
8880973,10/20/2020,f,58,1,131
8882372,10/20/2020,f,35,1,1125
8886894,10/22/2020,f,400,1,1125
8506283,10/20/2020,f,80,3,1125
8507456,10/20/2020,f,75,1,1125
8507552,10/22/2020,f,55,4,1125
8507559,10/20/2020,f,54,30,180
8908560,10/24/2020,f,350,1,1125
8909702,10/20/2020,t,315,1,5
8915312,10/24/2020,f,170,2,1125
8920025,10/20/2020,t,75,1,1125
8515332,10/20/2020,f,300,1,1125
8516399,10/20/2020,f,170,1,1125
7033328,10/20/2020,f,67,1,1125
8926402,10/20/2020,f,160,2,1125
8516626,10/20/2020,t,70,1,1125
8980721,10/24/2020,f,97,3,60
8523885,10/20/2020,f,150,1,1125
8985401,10/20/2020,t,795,3,1125
7066704,10/22/2020,f,55,2,7
8986977,10/22/2020,f,48,2,1125
8526072,10/21/2020,t,165,1,1125
8531225,10/20/2020,t,125,1,1125
8989373,10/20/2020,f,70,1,1125
9010732,10/24/2020,f,150,3,6
7075066,10/22/2020,f,39,1,12
8535059,10/22/2020,f,500,1,1125
7094484,10/20/2020,f,85,2,1125
9011892,10/22/2020,f,350,3,5
8535760,10/20/2020,f,585,1,1125
9393984,10/20/2020,f,975,2,1125
8535930,10/22/2020,f,350,1,5
9012503,10/20/2020,f,150,2,1125
9012909,10/20/2020,f,150,2,1125
9013058,10/22/2020,t,150,2,1125
9028362,10/22/2020,f,90,1,1125
8537118,10/20/2020,f,150,1,1125
8538239,10/20/2020,t,950,3,1125
10619716,10/20/2020,t,100,30,90
10626331,10/22/2020,f,385,6,1125
10631929,10/20/2020,f,425,3,1125
9049310,10/24/2020,t,499,2,1125
9055134,10/22/2020,t,120,1,1125
9072951,10/22/2020,f,70,1,1125
10644981,10/20/2020,f,79,1,1125
10650399,10/20/2020,f,275,1,1125
9092423,10/22/2020,f,30,150,1125
9405852,10/22/2020,f,130,2,1125
9113180,10/20/2020,f,97,2,1125
10658992,10/20/2020,f,115,1,1125
9408680,10/22/2020,f,1299,30,90
10671623,10/22/2020,f,150,,
9128459,10/22/2020,f,108,2,3
9128884,10/22/2020,t,100,7,1125
9409777,10/20/2020,f,200,90,365
10685455,10/22/2020,t,495,5,28
9430475,10/20/2020,f,170,3,1125
9434045,10/20/2020,f,100,2,14
9445559,10/22/2020,f,185,1,1125
10694691,10/20/2020,f,129,3,10
9470709,10/20/2020,f,2225,3,28
9136983,10/20/2020,f,139,2,29
10699500,10/22/2020,f,125,3,7
9137791,10/22/2020,f,500,4,1125
9472636,10/22/2020,f,89,1,1125
10701836,10/20/2020,f,200,2,1125
9479064,10/20/2020,f,100,1,1125
9149808,10/20/2020,f,200,1,1125
9479911,10/22/2020,f,65,1,1125
9487955,10/20/2020,f,35,1,1125
10706987,10/20/2020,f,89,2,1125
9157222,10/20/2020,f,150,2,1125
10707904,10/20/2020,f,45,2,1125
9488119,10/22/2020,f,40,31,66
9163030,10/22/2020,f,300,3,1125
10709129,10/22/2020,f,2300,4,1125
9490527,10/20/2020,f,100,30,1125
10711680,10/22/2020,f,400,2,1125
9170221,10/24/2020,f,50,1,1125
10721252,10/22/2020,f,400,2,10
10722974,10/20/2020,f,450,2,1125
9491998,10/24/2020,t,900,2,1125
9182645,10/20/2020,t,601,2,28
10725745,10/22/2020,f,375,5,1125
9183614,10/24/2020,t,95,180,1125
10726898,10/20/2020,f,99,1,1125
9500935,10/20/2020,f,700,1,1125
10732236,10/20/2020,f,345,1,1125
9509077,10/22/2020,f,140,4,1125
9525147,10/22/2020,f,700,2,365
10733649,10/20/2020,f,150,2,1125
9194049,10/20/2020,f,225,2,1125
9219124,10/20/2020,f,300,1,1125
9233544,10/22/2020,f,650,1,1125
10750555,10/20/2020,f,160,1,1125
10751717,10/20/2020,f,999,1,1125
9239771,10/22/2020,f,49,1,1125
9529125,10/20/2020,f,135,1,1125
10764527,10/20/2020,f,1700,2,1125
9252583,10/20/2020,f,37,29,1125
10764579,10/20/2020,f,500,1,1125
9256330,10/20/2020,f,90,7,11
10767302,10/20/2020,t,900,2,1125
10768287,10/20/2020,t,295,3,1125
9261455,10/22/2020,f,95,,
9543878,10/22/2020,f,349,4,1125
10769346,10/20/2020,f,850,5,14
9559710,10/20/2020,f,90,3,30
9626530,10/20/2020,f,37,30,1125
10769659,10/20/2020,t,129,2,1125
9281212,10/20/2020,f,255,3,1125
10770009,10/20/2020,f,449,1,1125
9290254,10/24/2020,f,500,3,1125
9638144,10/20/2020,f,200,1,4
9301420,10/20/2020,f,125,1,1125
10784670,10/20/2020,f,350,1,1125
10784973,10/22/2020,f,500,3,10
10789818,10/20/2020,f,199,2,1125
9301824,10/22/2020,f,100,1,1125
10799894,10/20/2020,f,99,2,1125
10805216,10/20/2020,f,250,1,1125
10806723,10/22/2020,f,450,2,1125
10808197,10/20/2020,f,1700,3,1125
9302845,10/21/2020,f,572,2,14
10825011,10/24/2020,f,100,1,1125
9304254,10/22/2020,f,275,2,1125
9664077,10/22/2020,f,45,3,28
9386774,10/20/2020,f,200,7,1125
10825723,10/20/2020,t,125,2,30
9677205,10/20/2020,f,99,2,7
9392278,10/20/2020,f,75,1,1125
10836166,10/20/2020,f,55,30,90
11147979,10/19/2020,f,300,1,1125
9684896,10/20/2020,f,20,20,1125
10836191,10/22/2020,f,600,1,1125
11161303,10/19/2020,f,29,28,280
10839662,10/22/2020,f,575,3,1125
10846076,10/20/2020,f,185,2,1125
11162065,10/19/2020,f,90,,
9693101,10/21/2020,t,365,2,1125
11163059,10/19/2020,f,65,1,1125
10856933,10/20/2020,f,300,1,1125
10859293,10/20/2020,t,90,1,1125
9694693,10/22/2020,f,27,2,1125
10882327,10/20/2020,f,167,2,1125
11167048,10/22/2020,t,600,4,14
10882393,10/24/2020,f,95,60,1125
9694801,10/20/2020,f,1090,29,365
11168033,10/19/2020,f,999,1,1125
10885857,10/20/2020,f,95,2,1125
10886250,10/20/2020,f,800,1,1125
9731339,10/20/2020,t,92,1,30
10886605,10/20/2020,f,180,1,1125
